add-yield-c,12,100,2400,3007354,1253,0
add-yield-c,12,1000,24000,29210727,1217,0
add-yield-c,12,10000,240000,286974841,1195,0
add-m,1,10,20,152805,7640,0
add-m,1,100,200,125444,627,0
add-m,1,1000,2000,191667,95,0
add-m,1,10000,20000,793353,39,0
add-m,1,100000,200000,6557739,32,0
add-m,2,10,40,185074,4626,0
add-m,2,100,400,190611,476,0
add-m,2,1000,4000,428796,107,0
add-m,2,10000,40000,3573485,89,0
add-m,2,100000,400000,30983776,77,0
add-m,4,10,80,204197,2552,0
add-m,4,100,800,248757,310,0
add-m,4,1000,8000,1167335,145,0
add-m,4,10000,80000,14696732,183,0
add-m,4,100000,800000,130629929,163,0
add-m,8,10,160,334949,2093,0
add-m,8,100,1600,356776,222,0
add-m,8,1000,16000,2924365,182,0
add-m,8,10000,160000,30721361,192,0
add-m,8,100000,1600000,297764415,186,0
add-m,12,10,240,468061,1950,0
add-m,12,100,2400,456282,190,0
add-m,12,1000,24000,4642204,193,0
add-m,12,10000,240000,47490831,197,0
add-m,12,100000,2400000,468546270,195,0
add-s,1,10,20,140863,7043,0
add-s,1,100,200,118927,594,0
add-s,1,1000,2000,141771,70,0
add-s,1,10000,20000,404603,20,0
add-s,2,10,40,162379,4059,0
add-s,2,100,400,158606,396,0
add-s,2,1000,4000,184511,46,0
add-s,2,10000,40000,11013660,275,0
add-s,4,10,80,217228,2715,0
add-s,4,100,800,232410,290,0
add-s,4,1000,8000,3293469,411,0
add-s,4,10000,80000,46518167,581,0
add-s,8,10,160,355391,2221,0
add-s,8,100,1600,338128,211,0
add-s,8,1000,16000,11343811,708,0
add-s,8,10000,160000,120659743,754,0
add-s,12,10,240,542287,2259,0
add-s,12,100,2400,2004051,835,0
add-s,12,1000,24000,23182859,965,0
add-s,12,10000,240000,235780689,982,0
add-c,1,10,20,195731,9786,0
add-c,1,100,200,199808,999,0
add-c,1,1000,2000,202444,101,0
add-c,1,10000,20000,542748,27,0
add-c,2,10,40,194066,4851,0
add-c,2,100,400,183769,459,0
add-c,2,1000,4000,370089,92,0
add-c,2,10000,40000,1881004,47,0
add-c,4,10,80,261905,3273,0
add-c,4,100,800,262614,328,0
add-c,4,1000,8000,690925,86,0
add-c,4,10000,80000,7241408,90,0
add-c,8,10,160,377586,2359,0
add-c,8,100,1600,370496,231,0
add-c,8,1000,16000,1836390,114,0
add-c,8,10000,160000,19555235,122,0
add-c,12,10,240,505482,2106,0
add-c,12,100,2400,487277,203,0
add-c,12,1000,24000,2717387,113,0
add-c,12,10000,240000,25088390,104,0
